id,case,allocation_diff,productivity
143,2,400,0
143,5,0,1
143,2,-200,1
143,1,600,0
143,4,400,1
143,3,-200,0
143,3,-200,1
143,0,200,1
143,1,400,1
143,4,800,0
143,0,800,0
143,5,600,0
144,4,400,0
144,3,800,0
144,3,800,1
144,2,1000,0
144,0,1000,0
144,4,200,1
144,5,400,0
144,1,800,0
144,5,400,1
144,0,1000,1
144,2,1000,1
144,1,900,1
145,1,800,1
145,1,800,0
145,0,900,0
145,0,1000,1
145,2,800,1
145,5,700,1
145,2,600,0
145,5,600,0
145,3,500,1
145,4,300,1
145,3,800,0
145,4,400,0
146,3,400,0
146,2,200,1
146,3,0,1
146,0,500,0
146,4,100,0
146,1,400,0
146,0,200,1
146,1,200,1
146,5,0,1
146,2,400,0
146,5,200,0
146,4,0,1
147,0,0,1
147,3,0,0
147,3,0,1
147,5,0,0
147,2,0,0
147,4,0,0
147,0,0,0
147,1,0,0
147,2,0,1
147,4,0,1
147,5,0,1
147,1,0,1
148,1,800,1
148,3,800,1
148,3,980,0
148,5,800,0
148,1,800,0
148,2,1000,1
148,2,800,0
148,0,980,0
148,4,400,0
148,0,800,1
148,4,200,1
148,5,-800,1
149,2,600,0
149,2,-300,1
149,4,400,0
149,5,-600,1
149,5,400,0
149,0,400,1
149,1,800,0
149,4,0,1
149,0,600,0
149,1,0,1
149,3,-400,1
149,3,400,0
150,5,200,1
150,2,400,0
150,5,200,0
150,1,200,0
150,2,200,1
150,3,0,1
150,0,200,1
150,0,400,0
150,4,200,1
150,4,200,0
150,3,0,0
150,1,200,1
151,3,0,0
151,2,-600,1
151,2,300,0
151,5,-600,1
151,5,300,0
151,3,-600,1
151,1,-600,1
151,1,0,0
151,0,-600,1
151,4,-600,1
151,4,0,0
151,0,300,0
152,4,300,0
152,2,300,0
152,5,-200,1
152,4,300,1
152,2,300,1
152,5,-400,0
152,1,700,1
152,1,700,0
152,0,600,1
152,3,700,1
152,3,500,0
152,0,600,0
153,4,100,1
153,0,400,1
153,1,400,1
153,5,600,1
153,5,200,0
153,3,200,0
153,4,200,0
153,2,400,0
153,1,600,0
153,3,100,1
153,2,400,1
153,0,600,0
154,4,200,0
154,3,200,0
154,5,0,0
154,0,200,1
154,4,0,1
154,3,0,1
154,5,-600,1
154,1,200,0
154,1,200,1
154,0,500,0
154,2,0,0
154,2,-600,1
155,3,400,0
155,4,0,1
155,1,400,0
155,1,600,1
155,0,400,1
155,3,600,1
155,5,0,1
155,2,400,1
155,2,400,0
155,0,400,0
155,5,0,0
155,4,0,0
156,4,0,0
156,3,200,1
156,2,400,0
156,2,400,1
156,1,200,0
156,5,200,1
156,0,400,1
156,5,200,0
156,1,200,1
156,0,400,0
156,3,200,0
156,4,0,1
157,5,0,1
157,3,0,0
157,1,0,1
157,5,0,0
157,2,0,1
157,3,0,1
157,0,0,0
157,1,0,0
157,4,0,1
157,2,0,0
157,0,0,1
157,4,0,0
158,4,0,0
158,5,0,0
158,5,-200,1
158,1,400,0
158,0,0,1
158,3,200,0
158,4,-200,1
158,1,0,1
158,0,200,0
158,2,400,0
158,3,0,1
158,2,0,1
159,2,200,0
159,4,200,0
159,5,0,0
159,2,200,1
159,0,200,0
159,5,200,1
159,3,0,0
159,3,-200,1
159,0,200,1
159,1,200,1
159,4,200,1
159,1,200,0
160,0,800,0
160,2,800,0
160,5,400,1
160,3,200,1
160,4,0,0
160,3,600,0
160,4,200,1
160,1,400,0
160,0,1000,1
160,1,600,1
160,2,800,1
160,5,600,0
161,4,200,0
161,5,200,0
161,2,400,0
161,4,-200,1
161,5,-200,1
161,0,400,0
161,3,200,0
161,2,0,1
161,1,400,0
161,3,200,1
161,1,200,1
161,0,0,1
162,1,200,0
162,3,200,0
162,2,700,0
162,1,400,1
162,3,200,1
162,0,400,0
162,5,400,0
162,4,0,1
162,0,1000,1
162,4,200,0
162,2,900,1
162,5,700,1
163,3,600,0
163,2,500,0
163,1,600,1
163,4,0,1
163,1,600,0
163,3,400,1
163,0,600,1
163,2,400,1
163,4,0,0
163,5,0,0
163,5,-200,1
163,0,600,0
164,1,0,0
164,1,0,1
164,5,0,1
164,2,0,0
164,3,0,1
164,3,0,0
164,0,0,0
164,4,0,1
164,0,0,1
164,2,0,1
164,5,0,0
164,4,0,0
165,3,0,0
165,1,0,0
165,5,0,1
165,0,0,1
165,0,0,0
165,5,0,0
165,2,0,0
165,1,0,1
165,4,0,1
165,4,0,0
165,2,0,1
165,3,0,1
166,2,600,1
166,1,600,1
166,5,-600,1
166,4,200,0
166,0,600,0
166,2,600,0
166,1,600,0
166,0,600,1
166,5,0,0
166,4,0,1
166,3,600,1
166,3,600,0
167,5,200,0
167,3,-200,1
167,2,100,0
167,0,100,0
167,4,-200,1
167,2,-200,1
167,5,-400,1
167,1,0,1
167,0,-200,1
167,1,0,0
167,4,0,0
167,3,0,0
168,1,400,0
168,3,400,1
168,0,400,1
168,4,0,1
168,3,400,0
168,5,0,0
168,4,0,0
168,2,400,1
168,1,400,1
168,0,400,0
168,5,0,1
168,2,400,0
169,5,0,1
169,3,0,0
169,1,0,0
169,3,0,1
169,4,0,1
169,2,0,0
169,0,0,1
169,1,0,1
169,5,-400,0
169,4,-600,0
169,0,-900,0
169,2,0,1
170,4,200,0
170,1,400,1
170,5,200,0
170,5,200,1
170,0,800,1
170,1,400,0
170,3,200,0
170,0,600,0
170,3,0,1
170,2,200,0
170,2,200,1
170,4,200,1
171,3,400,1
171,1,400,0
171,1,400,1
171,0,400,1
171,0,400,0
171,3,400,0
171,5,200,1
171,4,200,0
171,2,400,0
171,4,200,1
171,2,400,1
171,5,400,0
172,5,400,1
172,0,600,1
172,3,400,0
172,1,600,1
172,4,400,0
172,1,800,0
172,4,400,1
172,2,400,1
172,2,400,0
172,5,400,0
172,3,600,1
172,0,600,0
173,1,600,0
173,2,600,0
173,3,600,0
173,5,600,1
173,0,800,0
173,1,600,1
173,3,600,1
173,5,600,0
173,2,600,1
173,0,800,1
173,4,200,0
173,4,200,1
174,3,400,1
174,4,600,0
174,3,800,0
174,0,998,0
174,1,998,0
174,5,200,0
174,4,800,1
174,5,200,1
174,2,600,1
174,0,998,1
174,1,998,1
174,2,800,0
175,2,0,0
175,2,200,1
175,1,100,1
175,4,0,0
175,5,0,0
175,0,400,1
175,1,0,0
175,5,0,1
175,3,0,0
175,4,0,1
175,0,0,0
175,3,200,1
176,0,0,1
176,5,-600,1
176,3,200,0
176,0,200,0
176,1,200,0
176,2,0,1
176,2,200,0
176,4,0,1
176,1,0,1
176,5,0,0
176,4,200,0
176,3,0,1
177,1,800,0
177,0,800,1
177,1,800,1
177,4,600,1
177,3,400,1
177,4,600,0
177,3,600,0
177,2,600,0
177,5,0,0
177,0,800,0
177,5,0,1
177,2,600,1
178,2,200,0
178,0,400,0
178,1,400,0
178,3,200,0
178,2,400,1
178,4,400,1
178,3,200,1
178,5,200,1
178,1,600,1
178,5,0,0
178,0,600,1
178,4,400,0
179,2,600,0
179,4,300,1
179,2,600,1
179,0,800,0
179,1,800,0
179,5,-200,1
179,3,400,1
179,3,600,0
179,4,400,0
179,5,0,0
179,0,700,1
179,1,600,1
180,5,0,0
180,1,800,1
180,4,600,0
180,3,800,0
180,2,800,1
180,2,800,0
180,0,800,0
180,4,800,1
180,0,800,1
180,1,800,0
180,5,800,1
180,3,600,1
181,2,500,1
181,4,400,0
181,4,500,1
181,2,500,0
181,0,700,0
181,5,0,0
181,0,500,1
181,5,-600,1
181,3,700,0
181,3,500,1
181,1,700,0
181,1,700,1
182,0,800,1
182,1,600,1
182,5,-600,1
182,1,600,0
182,2,400,0
182,3,200,1
182,4,400,0
182,4,400,1
182,2,400,1
182,0,800,0
182,5,0,0
182,3,400,0
183,3,0,1
183,5,100,0
183,5,900,1
183,1,600,1
183,3,700,0
183,2,200,0
183,0,998,1
183,1,800,0
183,4,998,1
183,2,900,1
183,0,998,0
183,4,500,0
184,5,200,0
184,2,600,1
184,4,200,1
184,5,200,1
184,1,400,0
184,4,400,0
184,0,600,0
184,3,-200,1
184,3,-200,0
184,1,200,1
184,0,600,1
184,2,200,0
185,4,0,1
185,1,0,1
185,5,200,0
185,3,600,0
185,2,0,1
185,0,0,1
185,4,0,0
185,5,-600,1
185,0,1000,0
185,3,0,1
185,1,600,0
185,2,600,0
186,5,200,0
186,0,600,1
186,1,0,0
186,2,200,0
186,2,400,1
186,1,0,1
186,4,400,1
186,3,0,0
186,4,0,0
186,5,400,1
186,3,0,1
186,0,0,0
187,5,200,1
187,3,600,0
187,2,400,1
187,0,900,0
187,0,600,1
187,5,400,0
187,2,600,0
187,3,500,1
187,4,600,0
187,1,600,1
187,4,200,1
187,1,800,0
188,5,-400,1
188,0,400,1
188,4,200,0
188,0,400,0
188,2,300,0
188,3,400,0
188,1,400,0
188,2,200,1
188,5,-200,0
188,1,600,1
188,4,200,1
188,3,600,1
189,2,200,1
189,5,-200,1
189,4,0,1
189,5,0,0
189,4,200,0
189,3,200,0
189,1,400,0
189,0,400,0
189,0,400,1
189,2,200,0
189,3,200,1
189,1,200,1
190,3,0,0
190,2,0,0
190,5,0,0
190,0,200,1
190,0,200,0
190,1,200,0
190,1,300,1
190,2,200,1
190,4,0,0
190,5,0,1
190,3,200,1
190,4,0,1
191,0,600,0
191,5,0,0
191,1,600,0
191,2,600,1
191,1,800,1
191,5,0,1
191,3,600,1
191,4,400,0
191,2,600,0
191,4,800,1
191,0,600,1
191,3,600,0
192,2,400,1
192,4,200,0
192,4,200,1
192,3,400,0
192,0,600,0
192,1,600,0
192,3,300,1
192,5,200,0
192,2,600,0
192,1,400,1
192,0,700,1
192,5,400,1
193,5,0,1
193,2,400,0
193,1,1000,1
193,4,1000,0
193,2,600,1
193,0,1000,0
193,1,1000,0
193,0,1000,1
193,3,0,1
193,3,200,0
193,5,200,0
193,4,800,1
194,1,200,1
194,2,400,0
194,4,200,0
194,5,0,1
194,3,200,1
194,0,600,0
194,0,400,1
194,4,400,1
194,2,200,1
194,5,0,0
194,1,400,0
194,3,200,0
195,5,0,0
195,0,600,1
195,2,400,1
195,3,400,0
195,3,200,1
195,4,200,0
195,1,600,0
195,5,0,1
195,2,200,0
195,1,600,1
195,0,600,0
195,4,200,1
196,3,200,0
196,5,-200,1
196,4,0,0
196,1,200,0
196,2,200,0
196,0,200,0
196,3,-300,1
196,2,-200,1
196,5,0,0
196,4,-200,1
196,0,-200,1
196,1,-300,1
197,2,400,0
197,3,400,0
197,1,400,0
197,5,0,1
197,5,0,0
197,1,400,1
197,0,600,0
197,0,400,1
197,4,200,1
197,4,0,0
197,3,400,1
197,2,400,1
198,1,980,0
198,5,600,0
198,1,800,1
198,2,800,1
198,4,-300,1
198,3,800,1
198,4,400,0
198,2,998,0
198,0,-200,1
198,5,-200,1
198,3,400,0
198,0,600,0
199,0,200,1
199,1,0,1
199,2,600,1
199,4,200,0
199,3,-400,1
199,2,200,0
199,4,0,1
199,3,0,0
199,5,0,0
199,1,200,0
199,5,0,1
199,0,200,0
200,4,0,0
200,5,-600,1
200,1,0,0
200,1,-600,1
200,0,-600,1
200,2,-600,1
200,0,998,0
200,5,998,0
200,3,-600,1
200,4,-600,1
200,2,998,0
200,3,0,0
