id,case,allocation_diff,productivity
64,5,0,0
64,0,0,1
64,1,100,1
64,2,600,0
64,3,100,1
64,1,600,0
64,0,600,0
64,4,400,0
64,2,0,1
64,5,-800,1
65,4,200,1
65,2,400,0
65,0,200,1
65,3,200,1
65,5,0,1
65,3,400,0
65,1,400,0
65,4,200,0
65,1,400,1
65,5,-200,0
65,2,400,1
65,0,200,0
66,2,200,1
66,4,400,1
66,3,200,1
66,0,400,0
66,3,200,0
66,5,0,0
66,2,400,0
66,5,0,1
66,1,400,1
66,4,200,0
66,0,400,1
66,1,600,0
67,2,800,0
67,2,200,1
67,3,-400,1
67,3,800,0
67,5,200,1
67,1,200,1
67,4,0,1
67,0,1000,0
67,5,200,0
67,0,600,1
67,4,200,0
67,1,800,0
68,5,-200,1
68,3,0,1
68,4,400,0
68,0,600,0
68,1,400,0
68,0,200,1
68,1,400,1
68,5,0,0
68,3,200,0
68,4,200,1
68,2,200,1
68,2,200,0
69,4,-600,1
69,3,-600,1
69,1,0,0
69,0,0,0
69,2,-600,1
69,3,0,0
69,5,0,0
69,1,-600,1
69,5,-600,1
69,4,0,0
69,2,0,0
69,0,-600,1
70,1,500,1
70,0,200,1
70,1,960,0
70,3,200,1
70,0,960,0
70,5,200,1
70,2,700,0
70,2,200,1
70,4,400,1
70,4,800,0
70,5,600,0
70,3,600,0
71,4,0,0
71,5,0,1
71,5,0,0
71,1,-200,1
71,2,0,1
71,0,0,1
71,0,0,0
71,3,-200,1
71,2,0,0
71,3,0,0
71,4,0,1
71,1,0,0
72,3,200,1
72,2,400,1
72,4,200,0
72,3,2,0
72,2,800,0
72,4,2,1
72,1,200,0
72,5,400,1
72,5,400,0
72,0,900,0
72,1,400,1
72,0,600,1
73,3,600,0
73,1,600,0
73,4,0,1
73,3,600,1
73,5,0,0
73,0,800,0
73,2,800,0
73,2,600,1
73,1,600,1
73,5,0,1
73,0,600,1
73,4,0,0
74,4,0,0
74,2,600,1
74,3,600,0
74,1,600,1
74,0,400,1
74,5,-600,0
74,2,400,0
74,0,600,0
74,5,-500,1
74,1,600,0
74,3,600,1
74,4,0,1
75,1,1000,0
75,0,1000,0
75,4,400,1
75,5,0,1
75,0,800,1
75,1,400,1
75,3,600,1
75,5,-600,0
75,4,400,0
75,3,980,0
75,2,1000,0
75,2,600,1
76,5,200,0
76,1,400,1
76,0,800,0
76,5,-200,1
76,3,-200,1
76,0,800,1
76,4,600,1
76,4,200,0
76,3,0,0
76,1,600,0
76,2,600,0
76,2,400,1
77,1,600,0
77,0,200,1
77,4,0,1
77,3,600,0
77,5,-600,1
77,5,0,0
77,4,200,0
77,3,200,1
77,0,600,0
77,2,400,0
77,2,200,1
77,1,600,1
78,3,200,1
78,2,0,1
78,1,200,1
78,0,600,0
78,3,200,0
78,1,400,0
78,2,200,0
78,4,200,1
78,4,400,0
78,5,200,0
78,0,400,1
78,5,200,1
79,0,600,0
79,2,300,0
79,4,0,1
79,0,0,1
79,5,200,0
79,1,500,0
79,1,0,1
79,5,-400,1
79,4,400,0
79,3,0,1
79,3,200,0
79,2,0,1
80,5,-200,1
80,3,200,1
80,5,0,0
80,0,200,1
80,4,200,1
80,2,0,1
80,1,300,1
80,4,100,0
80,0,200,0
80,1,200,0
80,3,200,0
80,2,200,0
81,0,300,1
81,4,400,0
81,1,300,1
81,5,-600,1
81,4,300,1
81,1,700,0
81,3,-100,1
81,5,300,0
81,2,-400,1
81,0,700,0
81,2,-400,0
81,3,200,0
82,3,0,0
82,4,0,1
82,0,-200,1
82,2,0,0
82,0,0,0
82,3,-200,1
82,1,0,0
82,4,0,0
82,2,-400,1
82,5,-200,1
82,5,0,0
82,1,-200,1
83,1,600,0
83,4,600,0
83,0,800,0
83,5,0,1
83,4,800,1
83,1,600,1
83,3,200,1
83,3,200,0
83,0,800,1
83,5,0,0
83,2,600,1
83,2,200,0
84,0,800,1
84,5,-400,1
84,0,400,0
84,4,200,0
84,5,-200,0
84,3,800,1
84,1,900,1
84,2,400,0
84,2,400,1
84,4,300,1
84,1,800,0
84,3,800,0
85,0,400,0
85,5,400,0
85,5,400,1
85,2,400,0
85,1,0,1
85,4,0,0
85,3,200,0
85,4,0,1
85,3,200,1
85,2,400,1
85,1,0,0
85,0,200,1
86,2,400,1
86,2,400,0
86,5,400,0
86,5,100,1
86,4,-100,0
86,0,400,0
86,1,200,0
86,0,400,1
86,3,200,1
86,1,200,1
86,3,200,0
86,4,-100,1
87,3,600,0
87,1,800,1
87,0,800,1
87,2,600,0
87,1,800,0
87,2,800,1
87,5,-400,0
87,4,600,1
87,3,600,1
87,5,0,1
87,4,600,0
87,0,800,0
88,3,0,0
88,1,0,0
88,2,0,0
88,4,-400,1
88,3,-400,1
88,5,0,0
88,1,-400,1
88,4,0,0
88,2,-400,1
88,0,0,0
88,5,-400,1
88,0,-400,1
89,5,0,0
89,1,0,0
89,4,-600,1
89,4,0,0
89,0,-600,1
89,0,0,0
89,5,-600,1
89,2,-600,1
89,3,0,0
89,3,-600,1
89,1,-600,1
89,2,0,0
90,5,-800,1
90,1,400,1
90,4,200,0
90,3,400,0
90,2,0,1
90,0,200,1
90,1,600,0
90,5,-400,0
90,4,0,1
90,2,0,0
90,0,400,0
90,3,-100,1
91,3,400,0
91,4,400,1
91,2,200,1
91,3,200,1
91,2,200,0
91,5,-200,1
91,5,200,0
91,1,400,0
91,0,500,0
91,1,600,1
91,0,400,1
91,4,400,0
92,1,300,0
92,1,600,1
92,5,200,0
92,2,200,1
92,5,400,1
92,0,600,1
92,3,200,1
92,3,600,0
92,4,300,0
92,0,600,0
92,2,600,0
92,4,200,1
93,0,400,1
93,2,400,0
93,5,200,0
93,2,200,1
93,1,200,1
93,4,0,0
93,1,200,0
93,4,0,1
93,3,0,0
93,5,200,1
93,0,400,0
93,3,0,1
94,2,800,0
94,3,200,0
94,0,800,0
94,5,800,0
94,4,200,1
94,2,800,1
94,1,400,0
94,5,800,1
94,3,0,1
94,4,200,0
94,0,800,1
94,1,200,1
95,3,0,0
95,5,0,1
95,4,0,1
95,0,0,0
95,1,0,0
95,5,0,0
95,2,0,1
95,2,0,0
95,4,0,0
95,1,0,1
95,3,0,1
95,0,0,1
96,2,400,1
96,4,400,0
96,5,0,1
96,0,700,0
96,3,700,1
96,1,700,1
96,5,0,0
96,0,700,1
96,4,400,1
96,1,700,0
96,2,700,0
96,3,600,0
97,3,400,0
97,0,400,1
97,2,400,0
97,4,0,1
97,1,0,1
97,0,200,0
97,3,400,1
97,5,0,0
97,2,400,1
97,5,-600,1
97,1,0,0
97,4,0,0
98,5,500,1
98,2,600,0
98,5,400,0
98,0,600,0
98,1,600,0
98,4,400,0
98,3,500,1
98,2,600,1
98,0,800,1
98,3,200,0
98,4,600,1
98,1,600,1
99,4,-600,1
99,5,1000,0
99,5,1000,1
99,1,-600,1
99,1,-1000,0
99,3,0,0
99,3,-600,1
99,2,1000,0
99,0,1000,0
99,0,-600,1
99,4,-1000,0
99,2,700,1
100,2,400,1
100,3,400,0
100,0,600,1
100,5,0,1
100,4,0,0
100,4,400,1
100,0,600,0
100,2,400,0
100,5,0,0
100,3,400,1
100,1,600,0
100,1,600,1
101,3,1000,0
101,2,600,1
101,3,800,1
101,1,1000,0
101,5,0,1
101,2,600,0
101,4,0,1
101,5,-200,0
101,0,800,1
101,1,600,1
101,4,0,0
101,0,400,0
102,0,600,0
102,2,800,0
102,1,600,1
102,5,0,1
102,5,0,0
102,2,600,1
102,4,0,1
102,1,600,0
102,3,600,0
102,4,0,0
102,0,600,1
102,3,600,1
103,4,200,0
103,2,200,0
103,3,400,1
103,2,400,1
103,5,200,1
103,0,600,1
103,3,200,0
103,0,200,0
103,4,200,1
103,5,-200,0
103,1,200,0
103,1,400,1
104,0,600,0
104,3,0,1
104,4,-600,1
104,5,0,1
104,4,600,0
104,0,200,1
104,2,200,1
104,5,400,0
104,2,600,0
104,3,400,0
104,1,-600,1
104,1,400,0
105,2,0,1
105,1,400,0
105,4,400,0
105,2,200,0
105,1,200,1
105,3,400,0
105,0,400,0
105,5,0,0
105,4,200,1
105,0,200,1
105,5,200,1
105,3,0,1
106,4,0,1
106,1,0,0
106,5,0,0
106,5,0,1
106,0,0,1
106,3,0,1
106,3,0,0
106,4,0,0
106,1,0,1
106,0,0,0
106,2,0,1
106,2,0,0
107,1,0,0
107,0,0,0
107,5,-400,1
107,2,-400,1
107,3,0,0
107,5,0,0
107,1,-200,1
107,4,0,1
107,4,0,0
107,3,-200,1
107,2,0,0
107,0,-400,1
108,1,700,0
108,3,0,0
108,2,200,0
108,0,600,1
108,5,200,0
108,1,800,1
108,0,800,0
108,5,0,1
108,2,200,1
108,3,0,1
108,4,600,1
108,4,400,0
109,4,-200,1
109,2,-200,1
109,3,-200,1
109,0,-200,1
109,4,0,0
109,5,0,1
109,1,0,0
109,3,0,0
109,0,0,0
109,5,0,0
109,2,0,0
109,1,-200,1
110,2,600,1
110,3,400,0
110,1,600,1
110,3,400,1
110,4,400,1
110,5,200,1
110,0,400,1
110,2,600,0
110,0,800,0
110,4,400,0
110,1,600,0
110,5,0,0
111,3,200,0
111,1,300,0
111,5,0,1
111,0,300,1
111,4,300,0
111,2,400,0
111,5,300,0
111,3,-200,1
111,2,0,1
111,4,-100,1
111,0,600,0
111,1,0,1
112,0,900,1
112,5,0,0
112,5,0,1
112,2,800,1
112,4,400,0
112,1,700,0
112,2,600,0
112,4,600,1
112,0,900,0
112,3,600,1
112,1,700,1
112,3,600,0
113,4,600,1
113,3,500,0
113,0,1000,0
113,1,0,1
113,1,800,0
113,3,400,1
113,2,400,1
113,4,400,0
113,2,700,0
113,5,-600,1
113,0,800,1
113,5,400,0
114,5,-100,1
114,2,0,1
114,1,200,0
114,2,200,0
114,4,200,1
114,3,100,0
114,4,0,0
114,0,100,0
114,5,0,0
114,1,400,1
114,3,200,1
114,0,400,1
115,0,400,1
115,3,300,1
115,5,400,1
115,5,0,0
115,1,400,1
115,2,400,0
115,3,200,0
115,1,400,0
115,4,0,0
115,0,500,0
115,4,0,1
115,2,400,1
116,0,1000,1
116,2,1000,1
116,3,1000,1
116,1,1000,0
116,3,1000,0
116,1,1000,1
116,5,1000,0
116,4,200,0
116,0,1000,0
116,4,200,1
116,5,1000,1
116,2,1000,0
117,4,200,0
117,3,0,1
117,3,0,0
117,0,200,1
117,2,0,0
117,0,200,0
117,2,0,1
117,1,200,0
117,5,0,0
117,5,0,1
117,4,600,1
117,1,200,1
118,0,400,0
118,0,400,1
118,1,200,1
118,2,200,1
118,3,400,0
118,2,200,0
118,5,0,1
118,4,0,1
118,4,200,0
118,5,400,0
118,1,400,0
118,3,200,1
119,5,500,1
119,1,200,0
119,3,200,0
119,2,500,0
119,2,400,1
119,0,500,0
119,1,0,1
119,4,0,0
119,4,0,1
119,0,200,1
119,3,200,1
119,5,300,0
120,3,200,0
120,4,400,1
120,4,800,0
120,2,600,0
120,1,200,1
120,5,0,1
120,2,400,1
120,5,800,0
120,1,800,0
120,0,600,1
120,3,-200,1
120,0,900,0
121,5,-300,1
121,1,40,0
121,0,700,1
121,5,60,0
121,4,-100,0
121,0,300,0
121,3,300,0
121,2,260,0
121,4,-100,1
121,2,300,1
121,1,200,1
121,3,100,1
122,3,400,0
122,2,400,0
122,4,100,1
122,0,200,1
122,5,400,0
122,2,300,1
122,4,400,0
122,0,200,0
122,1,200,0
122,3,400,1
122,1,100,1
122,5,100,1
123,2,100,0
123,0,200,0
123,2,0,1
123,0,200,1
123,4,-200,1
123,3,-400,1
123,3,0,0
123,4,0,0
123,1,-200,1
123,5,-200,1
123,5,0,0
123,1,0,0
124,2,700,1
124,4,400,1
124,5,200,0
124,1,800,0
124,2,700,0
124,1,500,1
124,3,600,0
124,4,400,0
124,0,800,1
124,0,800,0
124,3,600,1
124,5,200,1
125,2,0,0
125,2,-200,1
125,4,0,0
125,3,0,0
125,5,-600,1
125,4,-400,1
125,5,0,0
125,0,0,1
125,1,0,0
125,1,-200,1
125,3,-300,1
125,0,0,0
126,1,400,0
126,2,-200,1
126,2,400,0
126,5,0,0
126,3,-400,1
126,5,-600,1
126,4,-200,1
126,3,200,0
126,0,400,0
126,4,0,0
126,0,200,1
126,1,600,1
127,0,400,0
127,1,200,0
127,0,400,1
127,2,400,0
127,2,400,1
127,1,0,1
127,5,400,0
127,3,200,1
127,4,0,0
127,4,0,1
127,3,400,0
127,5,400,1
128,5,800,1
128,4,0,1
128,2,800,0
128,2,800,1
128,1,800,1
128,3,600,0
128,5,200,0
128,1,600,0
128,0,800,1
128,4,0,0
128,0,800,0
128,3,600,1
129,1,200,0
129,4,0,0
129,2,200,0
129,4,0,1
129,0,400,1
129,5,400,1
129,1,400,1
129,0,200,0
129,5,200,0
129,3,200,0
129,2,400,1
129,3,0,1
130,5,0,0
130,2,800,1
130,1,800,1
130,4,200,0
130,1,800,0
130,3,800,0
130,4,200,1
130,0,800,0
130,0,800,1
130,2,800,0
130,5,0,1
130,3,800,1
131,3,0,0
131,2,0,0
131,0,-600,1
131,5,-600,1
131,4,0,0
131,2,-600,1
131,0,0,0
131,1,-600,1
131,5,0,0
131,3,-600,1
131,1,0,0
131,4,-600,1
132,0,900,0
132,3,500,1
132,1,800,0
132,2,400,1
132,1,800,1
132,2,600,0
132,5,-600,1
132,0,900,1
132,5,0,0
132,4,700,1
132,3,0,0
132,4,700,0
133,5,-200,0
133,1,-600,1
133,5,0,1
133,2,0,0
133,2,200,1
133,1,0,0
133,3,200,0
133,3,100,1
133,0,-200,1
133,4,-400,1
133,0,200,0
133,4,0,0
134,4,0,1
134,5,200,0
134,1,200,0
134,4,0,0
134,3,200,1
134,3,200,0
134,2,600,0
134,1,200,1
134,5,600,1
134,2,600,1
134,0,800,1
134,0,1000,0
135,4,-200,1
135,1,200,1
135,5,-600,1
135,2,200,0
135,4,0,0
135,1,200,0
135,5,0,0
135,3,200,0
135,3,200,1
135,2,200,1
135,0,200,1
135,0,200,0
136,1,400,1
136,1,600,0
136,4,200,0
136,4,0,1
136,2,200,1
136,3,400,1
136,0,400,1
136,2,600,0
136,5,600,0
136,3,500,0
136,0,1000,0
136,5,0,1
137,5,0,0
137,5,0,1
137,0,600,0
137,1,600,1
137,4,200,0
137,0,600,1
137,2,600,0
137,2,500,1
137,3,500,1
137,3,600,0
137,1,500,0
137,4,0,1
138,1,200,1
138,5,0,0
138,3,400,0
138,1,400,0
138,0,400,0
138,0,200,1
138,3,200,1
138,5,-200,1
138,2,400,0
138,2,200,1
138,4,-200,1
138,4,200,0
139,1,0,1
139,4,0,1
139,0,0,0
139,1,0,0
139,5,0,0
139,2,0,1
139,2,0,0
139,3,0,0
139,0,0,1
139,4,0,0
139,5,0,1
139,3,0,1
140,2,600,0
140,5,0,0
140,4,0,0
140,0,600,1
140,3,600,0
140,0,600,0
140,2,600,1
140,4,0,1
140,5,200,1
140,3,600,1
140,1,600,0
140,1,600,1
141,4,400,0
141,0,1000,1
141,2,1000,1
141,5,1000,1
141,1,400,0
141,1,1000,1
141,0,1000,0
141,2,1000,0
141,3,-600,1
141,3,0,0
141,5,600,0
141,4,1000,1
142,0,1000,0
142,0,1000,1
142,5,0,0
142,4,800,0
142,3,800,0
142,1,1000,0
142,2,1000,0
142,3,600,1
142,1,1000,1
142,4,600,1
142,5,0,1
142,2,1000,1
